text,label
ces matovica ajaj fyfacma buzerant,2
Zastavte exekucie neskutocne nevieme robit covid blokuje ucet exekutor vyske eur exekuciu roku Prosim dokedy znasat penazi chori,1
keby nebol debil riesi testy tyzden klud zase rozsirilo nema ziadny vyznam,3
nove stale debil,3
Matovica vidim paralelu Trumpom bohuzial ostal zacykleny svojej haluske strapnil celym svetom podpriemer neriesi Slovensko Sulika bodu trapny priaznivcom koalicie Great Naposledy takto posadnuty Meciar Kovacom pamat sluzi jedno pozitivum Sluzi dobry material psychiatrov,1
poriadne umyt paprce truhlik,1
Paci delia dve strany deti vylezu strednu teraz blbe obchode nevydaju Druha rozhodnutie moc maturity zrusit hovori tychto maturantov tupela zodpovednosti smejem Zakladne veci naucili nemylim zakladnej skole obchode hadam maturant roku nevyda zle Tupym volicom vdaka okoliu vychove zodpovednosti hadam nauci vychovou MATURITNOU SKUSKOU druhej strane narodu Decka ucit priebezne doteraz trojky stvorky niekto spriemeruje minuly rok samozrejme odzrkadli cele studium Maturita iste Odzrkadluje studium niekto nauci tyzden maturitami paci Velky lucker skonci samymi Prichadza problem Myslim aspon rozhodnutie fajn vdacni Minuly rok vyucovanie online nebolo precitaj nauc hento spoznamkuj Okej prezili vygooglili trapili presli nejako vela skol pozadu nestihaju pokracovat skoly problemy vyucovanie roku nebolo nebolo Taktiez komentare typu vidime deti flasami vonku behat Niektori doma ucia vonku snazia ucit zaroven prejst vzduchu posledna vec chcela podotknut suhlasim nesuhlasim panom Grohlingom Osobne myslim najlepsie riesenie zrusit slohy Talianska skola pise statnice hodinovy sloh ruskom hodin Rozmyslat Neviem najlepsi napad vdacna aspon zrusenie testov talianske gymnazium velmi nezmenilo Zrusili dva testy konci ostane ustna zruste pisomne skole neboli takmer rok Just point of view,2
boze debil neuvedomuje hovori vlastnej vlade skody spachalo MH SR pritom nerobi opakuje stale pokazena platna robi blbca sam,3
Polovica donutenia hrdy Igorko radujes ludom slapies psychike,0
Hnus dostali dostanu,3
antigenom pekne vyjadril MUDr Visolajsky Vieme antigenovy test odhali priblizne polovicu odhalil PCR test Vieme antigenovy test odhali infikovaneho kratkom casovom okne kedy virusu nosohltane najviac casovom okne infikovaneho cloveka antigenovy test neodhali kazdopadne zaujimave zistit odkial cerpa pan premier stopercentne spravne cisla zbytocnych umrti isto dala dohromady kapacita vestenie gule,2
Slovensku zvlastne svine tazko odvykaju premastene valovy,1
Harmanecke papierne pizitivnych pici,3
psychopat nevie cini Sulik prezidentka,2
Panovi Matovicovi FB napisal prestane testami Nikto svete nerobi Nikto atomova bomba robia trapny premier krajiny likeov minutu zablokoval,1
Wau chcem verit ide vtip internety pravda p Matovic prekrocil hranice predstavivosti dokaze zajst tolko tem venovat pozornost cas venovat teoretizovani keby istej vesteckej gule mohol vygenerovat graf kolko ludi nakazilo nasledne podlahlo chorobe neveri vlade opatreniam vdaka prezentacnym schopnostiam takto prichadzaju ludia nadej zmenu,2
Petko posraty poriadne,3
hlboku pravdu vzdy extremistami nalepkovani Slovenskom myslia dobre pravi fasisti sedia vlade Prezidentskom palaci Pan Ing Mgr Kotleba nedal strielat ludi marca nemaju robotu zufali Matovic prostrednictvom ministra strielal prezidentka cusala vyzyvali isla vypocula ide proteste,3
pici prezentacie robi nociach sulikovi,3
skurveny cas teraz nebol ludia davate hanba dali takto indikovat Smerackou bandou,3
Fuj nehanbi ukazat f zaplatil vitaminmi e invaldni dochodca jake pomoc matovc hanba,3
Okolite staty riesia ockovanie debil zasekol testovani nemam slov,3
Ubohe,2
adide matovic vlada covid zmizne vsteko ucelovo robene ludi izolacii anemohli ist ulic chcu drzat ludi roky amateri nevedia vladnut kradnut,1
Pocuvam blazna doteraz nepovedal jednu pozitivnu informaciu same strasenie vycitky tesnovanie nerozumiem niekto pritomnych novinarom nepovie najviac chory hlavu blazon ucebnice,1
Primitiv hra kariet nehraj teraz mudreho,3
sulik nekupi testy kokot cakam mesiac pol necham pospolity lud ist najebat chaty lyzovat kollarovych vlekoch Igor,3
napad zakazat internet elektrinu vratit rokov spat prdeli deje okolo propagandy horsie jak severnej Korei,3
Stale zvaluje vinu druhych seriozne odist cele Olano povedat prepacte nemame nato gule,2
naozaj treba stale hladat vinnika obete Bohuzial iste grafy cely svet nikto neukazuje prstom obvinuje ministra cisty psychopat,2
prstom ukazuje moc hrabe,1
nema covid zomriet chorobu poviete zomrel covid jebnuti ludia boze Hnus,3
vedia podavat tresne oznamenia tupci pridali ruku dielu,3
neviete dat daleko Lucanskeho dajte pravdive fotky vyserte nato totalne lezie nervi niekto takto zabavat fuj hanba,3
arogantny ksicht kotlebovsky ilustracnej foto irituje,1
Pelle trubka Hrozne hlupi politik ucit brata Fica,2
Pele farizej seres huby jak Igor,2
Fuj odporny clovek sere huby predviedol tlacovej besede otras nanho treba trestne oznamenie fuj,3
TV markiza nerobi senzaciu nehambia vie negativne veci propagovat fuj,3
hnusni ludia,3
niekto brat hyenu VAZNE FICOV KLON CHCE DALEJ KRADNUT,1
rezignuj magor pritepleny nedokazal,2
cista blbost Citajte citajte zase citajte Pekny den,1
vzdy nacek najskor zrusit stranu,2
clovek chrbtovej kosti niekolkymi tyzdnami odmietal celoplosne testovanie ockovanie zrazu otocil KLAMAR teraz zastanca MAFIE mafianov zastanca velkej korupcie rokov podporoval kryl,2
Neuveritelne grcat chce cloveka,2
tvar spojitosti podpalenym dochodcom ktoreho podpalil zmrd hlada policia fb citala,3
rad keby Rezignoval nestane nebudes Premier ojebujes ludi gay boy,3
Najlepsi test planovali detom vedra plut navrhujem plut ksicht povie pozitivny sak odbornik,1
Pekny hlupak,3
Chore,1
mozne najdu hlupaci smeju,2
zvykol otec hovorit Podarilo nedojebat ospravedlnte slovnik stavby chvili nasledovania hodny priklad,3
zvysok kludne zomriet hanba,2
Gratulujem vlade bordel chaos celoplosne testovanie nezabudnite vsetkych nahnat kosiara novinari pisat Nitra nieje cervenom ciernom,1
nahodou poslat exkurzi Buchenwaldu nebo Osvetimi Jsem ochoten idiotovi cely vylet poznanim zaplatit Myslim vazne pane Kotlebo,3
Nikde neni korona dlho nevydrzi kontrolovali,1
Slovensko rodna krajina velka hanba vsetkym politikom cely system,2
hrabe Hori zadkom,1
lepra trapne Hattas,1
pravda nedivim Vzdy myslel vychcany chlap populista prospechar nahana hlasy istych vrstiev ludi Populista bezcenny typek casom zhasne rychlo zasvietil Rovnako podobny dost lavice pravicu,2
kral dementov sudruh Blaha,2
nazor jedno idem kostola modlidba uprimna srdca Poznam takych ludi chodia kostola dobre dvakrat dna zakerny zli ludia idem kostola clovek riadi krestan nerobim zlo ludmi Osobne skusenost takymi ludmi,1
Apropo vazena pani Vadi politici zobrali majetky daleko vyssich sumach pan Lucansky,0
Jaguar frci dalej pokazili,1
Sprostost ludi nema hranice neskutocne poniektori komentare niektori nedokazu prijat realitu sebectvo egoizmus nekonecna obmedzenost popieranie nepopieratelneho,3
Typicke Markizu klamstva sirenie strachu,2
isty odpad jak Fico Pele hladat moznost kopnut oponenta nevadi nema podlozene hlavne citatelov deges,3
vlastny nazor hovno aspon sranda,3
cislo ludia MUSELI Myslite nato Nesli ludia koli zeby verili,0
Normalne zombieland krvak svina vsade tela hnijuce bo neni dat chudakov palit nemocnica plna urcite nedopatrenim nechtiac navozilo pacientov nemocnice okolia senzacia zaistena propaganda strachu fuu,2
Hnus spamatajte davate dristy kovid ostatni pokapte,3
saso pojebany chod hajzlu strasit ojebavat ludi neskutocne kolko dokazete poslat ludi kytky,3
ostatny skapu,3
Prestante strasit sniva koronou Nemali mesiace oddychovat tvrdo makat cisla teraz celkom,1
Onedlho rok prisiel Covid Slovensko Ludia najskor bali doma izolacii lenze prislo leto sup mohol dovolenky zrazu Covid malo sklonoval prichadzala zima zasa velky narast nakazenych ludia haku nariadenia zakazy proste pomaly zvykaju chripka Covid podme novy zmutovanym virusom strasit snazit dostavat zaciatok minuleho roka vyvolat strach beznadej ludi budme zodpovedny chranme nezatvaraju zvierata zoo,1
Drahoslava Ladicova chudatenko zazila zrejme prd inak pisete inak,2
vakcinacii strasit chcu najviac ockovat nejde,1
Ludia fakt chori,1
Zahadne obfovi chripkpvom nikto nieje chori chripku coli rokom zomrelo cca lidi chripku coli in vivat la frans bonaparte,1
konecne prestante boha strasit ludi naozaj ludia nejaki netvori,1
Ostatny skapu debili,3
Jooj prestane strasit ludi system chory hlavu,1
Anna Hrickova hlupana skole Obcianskej vychovy vobec vies,2
chory kmen treba extrahovat matelkovci spinavy zakerny vyjebany,1
COVID lepsie plati poistovne,0
Zaujimave sirenie rokov deti doma nakazia klamete podvadzate,2
Milujem zvierata nikdy nenechala batola blizkosti macky psa zvierata nemyslia zle niesu totiz zakerny ludia zabijali utocili niesu chory luto rodicom uprimnu sustrast velmi smutne ostrazity nemali nechavat batola zviera same,1
Neni problem chovat psa vnutri male deti vediet treba vsimat deje okolo nestaci obe nakrmime vyvencime sprepacenim tragedia stala koli rodicom ni pes vyne,2
Ostatny skapu debili,3
mudre reci dobrovolnikov radi prijme chory ludia fuj hnus,3
Pes nema hladat byte vonku dvore hlupi ludia pes zato nemoze rodicia davat pozor psa nechat dozoru dietatko psa niegde dat preboha,2
Nezodpovednost rodica dieta respektive babetko beries seberovne zvieratom citovo chory nevies PS rad zvierata viem zviera zviera,1
prijebana Slovenska policia dava hoax myslia skryju okrem poniektori natolko sprosti prehltnu,3
Hnus komentare zeny dokazu vyprodukovat TV Markiza zdichynajuca kobyla zverejni senzaciu tragediu mrtveho babatka hyeny zvysovat sledovanost takymto sadistickym uchylnym sposobom Myslite rodicia potrestani dostatocne Odpad nazyva mediom ktorom slapu redaktorky steky odpracovane aute sedadlom manazera,3
nevedel kkt nazor,3
Psy patria von Samozrejme kabelkove psy typu jack russel yorkshir atd patria dnu Psom omnoho lepsie vonku Vybehaju vysantia neznici nabytok nepostia niekde podlahu nemusite zakazdym vysavat plznu zvierata jednoducho smrdia typickou vonou pobehovat chcu nadrapuje nechate oblizat tvar psom humus Pes oblize vselico gule hocico najde oblize Bohuzial hlupa prepacenim kamaratka doplatila Dostali psa parazita priatelom snimi spaval jednej posteli nechali oblizovat Absolutne nezodpovedne nechat zviera malom babatku buduje imunitu podte domna humusaci D,3
Hamba takym rodicom male dieta psa neide dokopi treba potrestat takych rodicov exeplarne vidia ostatni rodicia pes dieta neide dokopi fuj hamba takym rodicom psickar pes dvore miesto vnutry dome,3
pustit PSA babetku nemaju rozum vobec lepsie daju pozor PSA dieta Sprosty idioti jebe pes,3
Liecba Covid pacientov najlacnejsia Staci trochu vitaminov trochu polezat tahaj prdele isty mrtvy Covidaci,3
macky psi maznacikovia vyhodila lahlo babetko hlupy rodicia,2
Bohu vdaka vdaka testovacim teamom samospravam dobrovolnikom samozrejme obcanom testovania zucastnili,0
prijimat covid oststnych pacintov nechate zomriet prisaha nik slovakov neprijme Hanba vsetkym podielate klamstve,2
naserte niekoho zomrie blizky problem cudujete magor niekde zjavi postriela okolie pricinu nikto nepyta skratka magor,2
Totalna magoria Chripka neexistuje stym chodte niekam p e zmagorit cele Slovensko strasit,1
Topiaci slamky chyta vcera snazil zase raz klamat ludi nevislo zrazu nakupuje nezachrani pojde svinskym krokom psychopat,2
Kravsku picu dohodol,3
Peter Vons zajtra Fitnesska otvoria pozitivnych,0
IGORKO nachystaj rit miliony ihiel zmestilo rit,3
Kedy prestane Sam prezentuje chore myslienky odbornikov danu temu,1
neriskuju zivotmi zabijaju nespravili zle chory clovek,1
Klamar,2
premier vlastne zodpovedny Vravel prebera korona krizu zodpovednost neprebral ziadnu doteraz absolutne hlada vinnikov potrestat idiota poveril neschopneho Sulika,3
Matelko radsej dohodni psychiatrami kedy hospitalizuju psychiatrii,1
otvorili usta teraz nezabranili celemu spojeni sila ludia vykricali davno sr li ticho CELE UPLNE ZLE sialeni vladnu vysledok vedomi zomrelo niekolko tisic ludi nemuseli vedelo liecbe liekoch vlada nezabezpecila dokonca brzdi,2
kovid musel dlho nachodit budove nasiel Pan Blaha zacat robit evidentne nudi,2
Joooj zase Media senzaciu nadalej spolu Vladou klamat zavadzat obcanov SK,2
Najvacsi problem neliecia ludi zaciatku nutia zbytocne testovat siria strach nepropaguje prevencia ludia boja,2
nevymklo spod kontroly ziadna pandemia epidemia Pozitivne testovani chori prve druhe tisic ludi nemocnici taktiez epidemia tretie Pocet umrti Covid predkladany verejnosti blud,1
odbornici klamari zapredali,1
odbornik profesor Krcmery sklamal,1
Parazit,1
Ondrej Fabian Jablonova hnusny odporny prasaci ksicht bastarda skurvysyna sexualne zneuzival neplnolete deti spinavy pedofilny pes,3
Hlupaci Ziadny odbornici mudry clovek uci druhych ludi respektuje nazory ostatnych,2
kral zlych radcov rozpravke sol zlato nepozeraju zivoty ludi zlato dostavaju dali zapredat radia volame odbornici smelinari potvrdzuju pocty zomierajucich hanba tzv odbornikom cele Krcmerym zapredanci,2
Banditi klamari,1
testuj nedostanes dat pchat tycinku mozgu trochu rozumu vlozinta tycinka psychopat drbnuty,2
Maria bohova markize skarala keru picu potrebne napisat hajzli osady niekoho zabiju napisete ulice pochadza Vyvolavate hadky konflikty kvoli rase byvaniu hajzli skurveni,3
ozaj klamari podvodnici neviem verit pisu kolko mrtvych denne okolo ludi nemocnice priblizne rovnake cisla hospitalizovanych ventilacii jis vlastne zomiera ludia nakazeni COVIDOM klame podvedeni ovce,1
zaciatku nemali ziadnu kontrolu amateri Prava ruka nevie robi lava kontrola Narobili jeden obrovsky bordel ludi priviedli chudoby,1
ludia prestante neboli romovia nevyrastali osade oslovil markizu oslovujem media prestanu klamat chcu vediet pravdu oslovia rodicov kamaratou obvinenich viem nik neoslovil,2
vlastne zrusil trest smrti liberalna slnieckarska rva tzv ochrancovia ludskych prav radovali vrah prava zivot Europa fakt zdegenerovana slaba chrani prava vrahov USA vacsine statov vrahovia okamzity trest smrti zdegenerovana EU zivy chrani kdejakych kriminalnych potkanov neporusili prava D,2
spravili komara somara sype jedna radost neriesi stupnuje strach dezinformacie stado oviec Fico Hanba vsetkym,2
Spinavci skurveny treba jim mozgi vybrat degesi,3
Jaj ospevovany bordel nemoze odmietnut zato provizie,1
fotke jeden pan zlodej kradezi dobil telke Lucansky,3
Vsimnime medicinskej zalezitosti ockovanie ruskou vakcinou zapajaju dezinformacne weby Napriklad Infosecurity sk siri blud zli Rusi nechcu dat vakcinu EU zaregistrovat vraj klamali svetu registraciu poziadali nepoziadali Pritom staci ist web samotnej European Medicines Agency Ruska strana EMA skontaktovala vyjadrila zelanie poziadat tzv rolling review zrychleny proces registracie teraz Rusi EMA vedu rokovanie proces pripadne zrealizovat EMA pristupi media vyrobili dezinformaciu Rusi nepoziadali registraciu uplne orwellovske skutocne regulernu registraciu nepoziadali mohli ist zrychlenou cestou propagandisticke weby vyssie spominany vyrobili silnejsie lzi hra fazulky obskurny web totiz niekolko spolu kanalmi masmediami sluzia pomerne vyrazne dezinformacne vojny Vysledkom posobenia takychto webov medii samozrejme uplny rozklad spolocnosti neexistuje fakt vymysel pravda loz proste realita propagandisticke vojny,1
Radcej rusky Sputnik americky bordel,1
Ziadne vakciny nezmysel,1
schvalena nemam problem,2
jedna vakcina nieje odskusana jedna EU schvalena druha zase nieje financiach EU urobia ksefty nabaliasa Ruska nechcu schvalit nepocul zeby Rusku ockovani ludia umierali vazne vedlajsie ucinky nazor ludia proti Rusku Ruska kritizovat odmietat ubohe kezde rusi sv vojne oslobodili velmi rychlo zabudli Americania cela Europa vysrali slova pismena klaname bohom,2
Igorova mama kloktat prehltnut problem menej,2
Pako jebnute,3
neslusna PRDELE ZASE POJDU SKOLY DETI CHCU IST UCIT SKOLY DOST SPAMATAJTE,3
chybaju rectalne vytery Matelko skakat radosti,1
Mozte teras niekto povedat ket ludia prosili boha koncentraku stielali ram malicke deti ludi prosili skrabali steni bolesti gde skurvy syn pojebani ftedy chcete verite Gde tdn hajzel skorupovany nikto nigdy ndbol nebude zomieraju male deti nevine nato pozera chode nieksm zvierou otvirte oci mafia darebaci buzeranti znasilnili deti boh kazal chory,3
Hyenizmus najhrubsieho zrna robi jeden hnusny hajzel,3
deti zacnu grcat,2
Zabudni magor syna nedotknu sialene napady mrtvolu,2
Boze uroven neni vysoka rakusku rodicia nemaju problem,2
Chodte kade lahsie cela rozhadana banda blaznov neschopnych dementov,2
chlapovi drbe hlave kloktat,2
ym sta e jebe ftych hlavoch stym testovanim kokoti,3
Naruseny clovek,2
zaujimalo kolko deti vie kloktat mensie nevedia starsie mohli At pouzit mensiu palicku zas chore cele,1
daleko schopni dementi zajst,3
r dcera nema testovanim problem x tyzdna sparat nose nemusi koronu Rodic ucitel hlavne dieta usmev tvari skvely pocit dusi Cesta normalite ockovanim Prajem vsetkym vela zdravicka,2
ludom hanba testovat decka jasne nenazrata slovac eura predam vlastnu mater,2
televizia robila pracu nerobila niekto zverejnovala davno celom obmedzeni Vseobecna deklaracia ludskych prav clanok pravo vzdelanie,2
nacase Matovic mysli drbo chodit tyzden testovanie velkom omyle,2
Matelko tlacovku Obce buria Nebude konto plnit,1
Absolutna hlupost robit stale iste ocakavat vysledky,1
pravda osadnici bambusiek ludia neverte novinarom klamstvo spravili dvaja biely jeden cigan treba fakty poriadne overovat napisete komentar,2
kolkokrat posledne treba spamatat nepristat vyhrazanie chore dlho vydrzat neda testovanie virus siri ide nervy Matelko uziva,1
